"user_id","resource_id"
1279974,568
421561,1145
1822583,566
330161,671
1432593,551
1550402,566
1259802,504
1162563,551
1888299,566
1244284,750
1138731,514
197672,571
1756460,504
1221891,744
170173,750
190369,563
1606353,490
1247327,551
966673,503
1666542,659
202564,750
105269,523
208232,551
1139576,489
1277689,361
582938,503
936927,518
1085423,551
1022758,490
183048,570
717634,829
104873,516
1121704,514
1418166,551
717381,1100
181686,864
1006792,356
1621232,794
1354324,551
182419,363
860829,368
1165779,566
1109209,551
1076249,551
1561226,810
1823349,511
1783559,566
1305887,523
855922,552
1811893,907
1156622,570
199350,551
1105919,553
200271,566
1590804,794
1097207,551
741335,1103
1133709,566
828357,507
716438,1103
1196526,566
1400824,749
2113559,902
1159649,551
1010167,490
185502,553
698540,564
1602957,670
103365,366
1117638,791
208696,490
638652,490
2107342,1186
191323,1138
1050945,551
1576797,753
744969,566
1159334,572
2138230,1184
1055110,518
724617,1115
465248,745
690575,566
1104449,523
1641694,363
1824771,814
1348625,504
1160570,502
1821904,571
1141244,516
858772,569
196899,357
1815598,777
1335645,757
697492,840
1598389,566
1351907,489
704743,1103
1551135,551
1044823,361
1841678,569
1157553,363
717021,572
1985818,517
1491082,749
168278,840
185955,514
1628722,562
681607,664
1713745,749
1148976,566
1018523,679
713383,519
1137199,572
1203580,764
230082,552
1535162,757
1754261,566
1637662,794
1154717,551
463160,551
749155,515
1780296,840
705450,1128
1603725,523
1789625,566
1173338,569
192907,357
2054353,490
52729,508
1195660,566
1144364,745
198065,672
645962,366
750206,570
179610,1147
348228,1100
730328,1146
1148010,1139
1758193,749
1774708,490
1933942,1116
1783587,791
194478,568
1850434,752
698699,756
421731,523
1149016,489
163901,517
1136221,367
414931,515
1606445,794
1818200,756
1153755,571
1135132,809
539190,572
1141796,659
1414760,514
2067661,659
718001,515
2017639,563
103603,1125
1134701,490
1604962,809
1411609,564
1118661,489
1314151,356
188216,1138
1013099,515
700238,829
1626265,757
423026,679
718550,840
1830749,523
2096159,1156
1649187,570
729532,566
696042,367
1602598,566
1732834,490
194288,566
1046114,749
1830956,490
1141510,515
423835,572
199236,552
211979,570
188792,752
1078772,490
208087,794
1781448,1100
1319198,745
911315,514
1042988,523
589263,1139
1489793,502
1331633,551
1057010,570
735158,511
1845805,570
724441,1129
1141563,551
696042,1152
1631470,794
1263691,745
1072189,551
165524,765
1626823,810
1334486,551
1017864,490
1146259,519
1091401,490
1154857,514
1692788,504
1077514,570
2071233,566
1050122,551
201278,764
1766451,794
1822535,514
1004050,516
1329709,745
33989,1141
169662,745
1092500,566
715637,912
1805849,513
1248474,1116
1137762,551
1214232,490
1276322,566
1152161,507
873375,551
1618724,566
192918,1103
103746,1187
1827321,752
2018952,553
725328,551
1751517,814
1383373,551
855772,672
719659,515
1680078,794
1595042,507
1611600,566
2182602,1100
1040226,502
1190361,503
161628,750
1242565,551
181331,794
1027033,514
1008520,523
104175,509
1619622,744
189027,809
1395380,551
1148328,490
1546447,764
1149541,551
702948,553
1871758,829
2087929,564
1297141,572
1652113,794
1084852,551
1019520,514
792451,794
721589,777
1695935,490
1345243,551
1165085,551
1152226,572
1574333,1144
2101584,515
1987797,507
190466,568
943318,907
1738782,358
1347664,562
1193105,507
1168167,745
1582949,791
1139177,519
1153194,814
1610267,794
923327,553
714440,517
195339,519
1207155,551
1574348,502
1946100,1124
1597139,1102
2075194,566
1371013,569
1539817,551
2126206,863
188351,516
2068688,490
1806730,743
1385670,489
1354346,551
1212216,566
735002,1145
107447,745
1676893,566
982303,551
184461,777
1853655,1145
465246,551
1614219,794
1006749,566
104289,553
1021021,490
1619368,794
2077741,490
1978314,741
1314963,514
869141,551
203079,523
1267516,490
709716,572
1151427,515
1851005,1125
1787024,809
1141323,551
987435,515
1129154,566
686214,1100
929494,566
1697165,566
1135425,551
907700,1141
197359,752
1144792,551
1520538,749
972952,490
261939,571
105416,366
2086335,764
419718,515
1380784,679
1187878,566
1205662,564
198978,564
421136,502
1152422,569
1367592,514
619037,566
209771,742
1335476,749
1748263,794
1688102,566
1358509,572
1160170,566
1157982,551
1810923,566
200682,1129
2066230,566
1562764,551
1370228,551
2123491,752
553725,1138
1496885,490
1242279,504
169905,551
410905,551
1850853,363
1232935,566
1125838,514
1874042,572
1250073,569
1016825,516
1380676,794
1534769,794
1285774,363
1848488,1140
1174807,551
1168710,551
707274,1100
716110,1103
1747433,566
1294038,490
1332058,566
1015873,489
1395486,551
194433,1115
422944,363
1010783,507
1146673,503
583728,907
1137498,745
1498646,794
1603052,551
900935,551
1441499,507
473723,742
1188137,794
942297,502
1591993,563
1644409,755
211303,502
1036469,516
1091493,489
1035769,551
1000468,566
1336622,750
1755413,743
2189170,791
1153337,566
1169806,357
1814502,829
1611633,566
190084,794
1352246,511
704728,489
729612,803
1873736,672
797148,515
1040860,551
706156,551
911063,1140
1944606,566
1133600,551
1086340,814
1751548,794
163889,776
171790,908
422737,564
1030518,519
714498,511
935254,809
697104,572
1242829,672
1109991,519
944067,794
855922,809
342353,745
1378149,570
1156381,794
1821789,840
717118,523
1645651,566
1078341,551
1603142,743
1379096,551
1115376,551
1348811,551
1171660,490
1151247,551
2060789,670
202406,519
221602,514
727365,809
1342691,502
1637798,840
577605,1100
1045262,507
695922,1188
1818491,566
1671261,1141
1200445,741
2071919,749
1146035,363
1937694,563
930871,745
105133,489
661399,519
1697620,679
734727,794
1818249,809
216911,794
1133253,837
1676053,794
1052864,515
1157845,551
1148207,514
1000388,368
170341,516
1157776,515
724140,1103
1029807,489
1583478,764
1921445,566
2168064,794
1539571,551
1510185,1146
1826820,809
1841538,749
711914,566
84090,566
1087152,745
217781,551
1191359,551
197790,809
174604,551
1633340,794
201288,358
104285,517
1851595,507
151851,363
1572054,659
1727252,566
1367701,572
1145607,794
201094,357
1283017,489
1674321,809
1708700,791
2064444,566
1377865,356
1023888,757
2085993,814
1147804,840
1350119,504
103764,568
702806,502
206824,516
191408,502
1131716,551
1638096,514
1095016,551
1232666,564
1751202,835
1293162,572
1005923,571
994870,570
1157213,551
928840,566
1808087,502
727212,572
1844189,907
116656,745
1283615,551
1107747,507
1172386,566
1156679,490
1133302,490
893080,523
1621572,515
1879534,563
1012447,551
1035507,564
1136340,489
1570375,564
424732,1139
718725,794
191428,570
1043761,514
722783,659
168197,566
421731,809
940621,551
1530596,551
1262992,744
1120989,490
1824401,357
172562,753
197514,752
1138025,551
1865210,840
1638143,764
1017564,840
1301592,566
1107658,551
1098269,552
1592241,503
1136313,551
1054522,489
1611314,794
1204959,551
1388496,566
1016677,490
176236,566
201577,745
1597397,514
1107071,741
1117951,551
889582,367
1153398,516
177981,571
1091339,794
633838,507
1008988,518
2044473,840
1852445,794
772935,777
666150,794
1231188,490
109510,1125
695051,511
1569467,571
1165405,551
1054516,514
1171688,552
1995932,794
1384418,513
316103,551
726454,551
208141,809
1015071,679
30747,745
190498,551
1080542,840
1320113,764
1657685,514
193204,840
932892,551
1830980,840
1722479,490
1853315,907
571296,504
188119,749
1355979,551
1116603,551
1790544,511
982921,1103
1231956,551
109035,1124
583178,515
164276,569
1824062,840
1131079,502
1136263,507
1018886,368
1146024,553
1632867,562
830091,551
1294665,757
706009,744
213880,489
1313737,1147
1038996,503
162238,366
1040148,490
107769,357
1679094,507
104948,745
1380453,551
669793,1144
1861608,1100
650935,564
951322,514
296663,1140
1858882,566
288885,551
1399555,569
1150943,519
690063,756
707438,515
1005482,551
1342938,562
1159433,551
749657,357
691569,572
1848276,794
1135208,566
1094766,809
716842,490
2028497,566
705927,907
1148203,757
1641042,566
706035,1099
2147114,514
1205156,794
1377865,829
224500,745
1045887,1156
2023305,764
1616712,513
1580340,551
1821241,490
170020,862
229233,551
1138960,809
204795,513
205746,514
1055866,551
719956,517
1594190,753
205105,1160
1104931,514
1626156,1103
831302,659
2137748,523
1605482,794
196764,357
1004678,791
1377757,566
210591,516
1960497,489
165952,764
706871,566
694124,566
2110327,749
897889,837
609309,800
2065541,563
2008613,794
952650,364
695744,519
1845519,794
709268,566
705780,1161
1457494,566
772935,514
696565,564
1183410,566
1018748,490
1846675,489
1737642,672
2050969,752
1165219,502
1569355,566
2001219,566
1848007,794
1006166,518
2103956,490
1841538,566
1009768,514
681789,519
196472,518
716736,366
1819763,357
1126046,551
208329,1125
1839742,908
1604412,563
1821868,568
505470,1101
1601452,566
698067,765
731875,1125
1571719,523
1857871,1115
1487232,1102
822171,566
230712,503
1085484,514
1843843,791
1443497,503
1018667,515
1806416,566
1596221,679
1081279,523
208903,1125
1494209,551
1152892,504
24640,566
183470,571
919384,909
2108675,679
707823,1116
209779,1140
1323477,566
1102859,489
1826962,513
1003018,368
1615991,502
1129962,551
1756492,504
343102,777
1816733,502
1156958,357
553125,745
1256297,523
107708,502
103432,553
1665928,757
1082283,551
710828,562
619070,552
1144747,566
1676084,794
1721818,513
201105,829
691796,489
170803,863
1844318,507
164449,515
697560,502
185650,1128
1368532,503
1131980,551
1245394,566
1476254,743
735852,562
1215575,909
1082067,519
1025874,361
195057,551
1820494,566
1384761,551
184272,745
970819,1103
1839541,1125
1776024,1103
259388,551
1781338,504
1160602,514
1131616,566
1552737,664
339815,570
2102741,566
184239,794
727257,671
1994383,1144
1508112,490
691008,569
731875,357
1747240,363
1050532,864
1102129,366
2112146,752
1003009,514
738031,551
1128700,507
1249774,840
745513,368
1574333,776
1068779,490
703501,791
1040093,551
565025,366
1202475,514
565025,519
1000120,745
1604331,566
1083934,569
1148394,777
1336925,551
216126,908
708945,569
1670985,513
1159307,912
2172168,814
1019473,368
1590092,566
1142508,490
1517144,551
2128334,814
1373338,551
424416,502
1613117,504
1082633,551
706132,814
1205870,566
707832,503
858015,514
1700979,809
1130449,516
1803355,507
1225134,551
1030612,517
1818624,794
717280,571
709146,745
1163075,551
1993943,566
1700347,517
632929,516
1142594,566
1323812,566
1686383,566
1331507,551
723974,571
889868,514
1843278,356
1597422,564
1971203,356
1497786,1144
728375,362
728841,519
1742907,776
1303783,504
710686,566
602903,765
1131766,672
1005456,519
1005315,515
716979,566
1031370,566
178239,1138
1142271,357
1686913,363
1203489,745
1219301,514
202326,361
716383,757
2108974,814
1064646,1145
1486718,777
1781644,566
1142602,356
1019823,514
628224,1115
885841,490
707446,569
1163996,551
1183205,551
624414,756
1333772,749
208167,358
1866832,840
1351114,551
1129008,551
177380,794
931499,490
1615209,551
1141372,507
752964,566
212309,363
165081,551
160849,908
1035507,566
1845174,572
754046,1141
1831428,794
199907,513
970344,752
1143632,566
734326,1104
1084654,514
1640403,566
1958478,840
1105794,490
1279896,757
215839,745
992470,1102
882773,569
1142181,570
1257305,741
1078277,551
1148154,570
1412184,794
1517558,864
1819680,741
1640194,502
1223574,566
1850314,840
1857654,504
987956,368
1843171,566
2093475,566
1579905,1184
859840,840
1331679,551
1377890,566
994693,514
1210890,504
727404,1102
1757500,794
1112233,551
195802,1100
1007497,569
716616,570
1597563,523
703317,513
1846276,840
1874473,840
693724,752
656315,571
702010,572
2114347,1185
645495,489
1389107,553
1636020,794
1065831,507
609309,745
180553,551
713496,523
776270,551
1002840,514
1128962,551
191630,571
305113,515
203866,568
1183431,551
1385799,361
1614091,490
1030550,566
1839302,570
1041391,515
103463,1125
188364,1125
1859358,834
700779,840
1353628,551
104232,551
1572367,752
1143941,508
2031792,564
1007579,490
183101,551
945429,1103
780698,1156
1159767,551
1140637,356
1181946,1139
1141269,502
427617,764
1137351,1125
1358705,1152
695365,489
1103071,518
1022544,503
1675011,794
1526132,551
797648,757
1028065,514
1023288,502
671489,516
1128884,551
1047203,515
1384717,1116
1674993,523
1148118,1100
187801,367
506762,490
725324,551
472067,745
640258,664
731667,809
1372210,356
107135,553
727325,764
729637,1100
717352,572
1845386,752
562375,551
725114,840
203766,507
1163021,809
1128664,357
980213,679
543982,365
1136822,513
1650722,749
1366119,514
1173156,570
1384262,572
1015134,363
1089980,551
1914950,569
1351780,840
1701344,764
1482826,489
202459,551
1351785,514
1140108,551
422508,1129
1500183,571
197998,551
1641119,764
1338955,551
227631,489
1118499,564
1577909,514
1538939,551
105621,552
1818081,840
1050532,562
1246124,514
425071,1186
175066,514
1369204,551
190084,571
1477958,566
1138912,569
767429,564
1255126,551
1532366,1147
1592625,514
780698,742
1021285,356
1491207,514
1078452,504
1154111,516
1143231,551
1831239,504
1669012,1129
1145145,571
222984,764
1643195,566
1095882,513
1007372,504
1521027,752
105809,672
1060849,564
311506,523
1004147,840
1598959,566
901425,551
200045,356
1081963,514
165868,570
1623986,1103
2121640,1188
205092,566
706594,840
714504,1104
1348945,361
712635,1147
1896232,1100
1348199,502
424863,514
718178,551
164399,562
1078138,551
733640,566
1143481,356
1383008,551
169960,671
245570,742
165362,361
104285,553
1792927,569
264496,742
1008726,572
1171300,490
203198,750
718032,752
189983,516
194834,551
192615,507
1852120,794
1609236,566
598713,745
1334826,507
412290,551
1283997,566
1865074,1184
1039599,566
1156638,813
1056670,551
1091616,516
717431,562
1752006,502
1378283,363
207397,570
1157573,566
1018086,519
778977,566
1146058,566
1681610,840
1540952,1140
1141313,551
2051268,794
1352006,566
1141425,489
1346967,507
1209348,523
1113773,523
899598,363
2039504,507
1173156,514
1827322,840
1836832,507
1179868,514
194516,794
1141796,566
1130556,551
186708,516
103410,553
1149483,551
1822469,511
162475,912
1342556,570
1229778,551
1318383,551
728180,679
2110497,569
1334556,489
720840,489
710732,551
898223,502
953333,572
1372928,490
1140317,490
712698,744
1672658,504
415811,519
18302,361
2051699,794
1752970,511
1633135,553
1222646,514
723266,515
1325273,551
1169496,566
199929,515
1349617,659
1150320,504
188972,516
698849,367
1202071,569
1633149,809
1035998,504
1850944,749
201601,356
1203892,551
717227,1115
2060860,566
1022386,515
1026212,508
1024925,507
1621949,749
1604393,794
1821287,566
1103553,490
1850149,840
750856,908
1526803,810
103568,551
720635,551
1200040,507
1117948,551
692998,1185
1640136,566
104608,745
2081830,1156
1570597,551
214380,516
1499474,572
197691,570
1193463,502
1182186,519
1867357,1144
189053,672
1103410,840
1416235,504
1154093,551
1098269,504
1149445,361
712387,571
167353,1101
639250,1103
178086,794
2014850,794
1861824,840
1587346,490
202175,507
1317066,504
2009776,566
1166824,514
192662,519
1275062,514
694146,523
1747881,794
1047277,357
1994974,1125
908257,516
722473,569
1319680,519
1915880,742
1137762,566
740161,809
1158785,551
203004,745
204469,1184
968097,809
204228,571
1559004,490
1736403,1156
1160671,551
725780,809
1561956,564
948903,523
1857542,1103
1639252,490
1088438,552
1598930,507
1157238,507
200650,571
1148019,566
2103226,503
201199,366
691793,519
1180299,679
1374464,566
165908,551
1822893,749
1025277,489
621401,566
1242201,490
603166,912
1610229,356
686214,566
197884,566
1066649,523
714384,551
1829943,566
931747,551
1013025,515
1334965,566
2144441,566
827408,776
1835846,570
1139685,490
1044723,513
894996,551
1637827,829
1399854,551
212426,515
1554016,489
1070881,515
1890005,791
428215,745
1146838,794
106803,566
199168,552
1157222,519
1150943,566
1149916,489
701802,1100
1036214,504
974300,490
1025657,777
1301258,507
1600266,489
206810,357
1140310,514
953356,572
1145354,551
1607269,794
1177919,564
700511,569
1098921,515
1809232,909
1811546,516
814978,569
197549,1184
2101609,564
198719,908
1724794,566
998176,566
1747201,794
1125550,357
730882,570
1373312,566
176550,1186
951110,755
1220942,551
719606,569
1195606,566
1554743,570
1345695,515
1994659,1185
1794715,794
1018317,490
168317,523
262338,813
1231120,551
1322070,490
1841131,840
1143145,551
2051588,840
1809166,566
1167365,563
201685,840
1068019,1156
336771,514
1016191,490
1077777,490
1641327,566
1607289,744
1437617,551
1640249,566
1829771,513
2130649,794
1144105,551
1632193,490
201331,515
1847550,840
1645744,750
1742335,572
2165659,791
1539162,551
693488,359
1555001,551
104144,1187
745561,504
1856660,749
316801,572
174758,794
222330,569
1605058,502
1456818,551
1161783,508
305113,1103
212551,752
1163279,794
1021259,517
165563,1125
214645,507
729590,745
211255,1099
2116648,840
1799228,515
1818892,1140
1003307,517
196871,517
1677876,749
1719841,757
1615807,794
1740308,809
582719,551
730025,551
2111006,764
1460833,490
1139506,570
721983,670
571953,552
1105062,908
703769,1115
1026212,570
339815,507
1334409,551
1007737,357
242717,566
1779565,745
179990,571
751135,489
1249862,551
1157230,566
911425,507
1145384,566
1923213,504
1271455,514
1245772,551
1144817,566
1954047,794
1809785,1101
1112426,503
870842,745
695482,752
174950,517
1190694,551
1099292,490
1593316,507
1535722,745
1081507,679
736362,356
105474,745
1149151,659
1098222,1115
928841,551
1191307,566
1866716,840
707538,659
1809509,741
1111922,553
188073,794
1015066,511
1104489,752
1159330,514
166165,357
2144782,504
1318201,794
1098241,508
1118568,551
207035,1141
1035418,664
162045,551
1103620,794
844745,356
1381298,356
1837383,571
1303969,551
1129820,551
1630296,490
596473,791
180962,361
198993,570
96919,508
194889,1125
1151882,551
718855,564
1368572,566
1750541,794
1053535,356
1128224,551
1318916,566
1181555,551
1029050,519
204890,551
974278,489
1121575,566
1153560,794
1857906,809
1074601,572
1843176,363
193913,809
693629,1115
1679523,566
722252,357
1256086,357
1875575,507
1060395,908
175686,765
211143,1099
224258,551
1687579,743
1834608,840
1139354,794
1720358,810
1147174,564
1352069,572
1597486,503
830310,523
1131756,551
103450,568
201141,1125
1649245,814
1375927,513
1151530,1103
682993,569
1280953,551
1163659,514
1158795,566
1146839,679
1315153,764
2073052,1185
38783,745
712141,515
721484,1138
1376645,764
1716867,503
1838340,814
2122096,1125
1121069,672
1550492,776
1827965,490
1107159,764
180573,551
1173244,750
151580,750
1610221,551
1034393,1186
1789525,840
1342371,570
682731,502
166527,679
693653,908
1157314,551
1825041,1125
76349,514
2091852,1185
1843278,764
1989237,1100
577534,570
888323,368
741927,1146
1002093,368
1129106,514
204524,1138
1563896,741
167611,357
1050532,777
1146265,566
1257219,551
1111581,794
1991405,1146
695204,514
1143853,551
1322685,489
1162583,840
1772036,744
2064392,507
201021,514
1176048,752
1339011,749
2107149,1103
744969,563
1750976,566
1634168,794
1840781,490
193064,363
1760252,490
1099193,523
958175,356
1144578,553
957801,490
1162575,511
1544440,794
1185210,551
990825,361
1131669,551
2132268,563
1056390,490
203416,750
1163089,551
1451986,794
1765892,504
175390,519
1818128,794
723685,571
2133654,794
181145,553
1609181,566
1369704,515
731237,572
1443364,745
1806788,566
1094638,551
1379113,551
1674910,794
1429208,363
410267,551
1852080,863
1081714,523
1799276,840
1343253,551
204243,361
1295901,566
1620898,566
405356,908
1159390,551
186304,490
1171827,551
1597560,840
748072,551
1256516,572
1875640,490
711764,803
1636009,670
1118576,570
1955630,840
163736,1100
1013751,908
653917,551
1162298,507
914578,570
1154945,659
190292,519
1136943,551
2064216,679
978599,745
1190036,566
202668,570
1950921,840
1390312,1100
1582949,515
1809583,566
723966,363
733564,523
1006418,756
189414,551
1132491,551
1575846,572
2040995,566
1610807,572
694208,800
551358,551
173869,809
179720,515
182237,508
1106333,564
56406,1144
1139524,516
1803429,507
1330797,569
700238,809
691728,794
183369,569
716887,551
1297079,794
722888,569
2140310,744
1561677,551
1896944,1145
1789338,810
2067504,490
1354789,551
1105166,552
1022700,514
1639228,1100
713906,359
1144381,1152
1151727,672
1109121,552
1805486,514
715207,1140
1172307,489
1134845,504
1322583,507
1321766,551
1650670,764
1829759,566
2069910,1103
701619,366
1143053,551
1977030,1103
1791504,356
124554,745
2105323,552
2176080,794
1158913,515
690954,552
1722014,757
208206,1100
1065493,551
698038,515
210746,777
1819412,840
1894304,489
1983179,840
706932,764
1819070,507
105481,1103
1116011,503
1308274,745
542372,523
740153,516
1917863,840
1477887,745
113958,765
699587,1125
1086646,551
209647,840
1804710,794
1159689,507
1846990,794
915396,794
739265,566
692679,502
1166627,551
1603111,572
193003,1185
1616034,566
185127,1138
1281059,489
191574,776
1342309,566
1203914,551
1099972,357
1300238,572
1670829,566
199465,508
693813,572
1161461,490
1340393,741
2072911,1160
1173897,670
1139618,566
1667012,749
1628067,794
235989,566
694988,679
163889,777
697832,514
1174143,363
719125,1102
1134424,551
1464606,1146
1570153,572
1070337,551
1713352,741
724893,1144
709143,1161
1003783,564
1634177,566
1900922,809
189960,1125
1543573,566
974225,502
199864,1102
2142006,1185
1146607,1125
179114,513
188001,742
1314963,829
707412,515
1536806,566
197495,794
597876,672
1621815,504
1550458,551
1141696,551
1485409,551
1088800,489
1174043,745
1011254,489
197551,909
849369,502
456275,1141
795558,659
1078553,551
1128887,741
1864774,1145
787744,504
1163109,551
713991,551
225355,504
1046149,568
1623955,1115
1125052,566
1112136,551
1138687,840
178913,551
1023025,489
1603995,569
645405,358
724658,569
1243174,562
1597476,794
726705,809
1981448,566
1161068,551
1574672,490
1944149,1156
104032,571
1838395,570
1938654,757
1505799,551
188548,753
1153289,840
1626160,514
200379,569
1606356,566
1233684,745
245437,809
1575370,551
1094053,513
1135721,569
1328954,750
720662,679
1096722,569
1279850,551
1367322,507
1160263,551
1240309,745
1042968,794
175599,523
1856280,566
1229641,490
164573,566
737226,1161
1012521,515
1041333,361
1828932,840
1149606,551
1826142,912
1710333,794
1151402,517
1008703,515
1332596,1140
732088,1140
1105290,511
715907,356
1408269,742
1346701,551
200952,359
1839201,757
1638417,566
1378726,489
1570778,566
1676816,794
433726,364
2089888,562
363642,356
1645099,523
690082,523
1176789,515
986434,570
206979,794
718369,750
1855576,1152
189203,551
1807942,566
616692,566
969784,552
986586,490
211755,1102
1023629,502
948296,551
1083141,551
1057239,1138
1169780,514
1641026,566
1558665,551
1153117,809
697492,569
1847117,840
720409,679
1196898,757
176602,356
643373,553
824084,571
1569180,551
710382,551
1809104,562
1842979,866
1016220,511
1811893,564
1706942,840
495467,745
1337155,490
1012181,514
1603017,752
420723,519
1919160,490
1091669,551
175426,551
874631,569
1092994,514
204895,659
919097,357
1143769,551
1198437,764
1524149,551
1599825,794
2106778,1125
1583184,513
1130066,551
602102,564
1768940,840
1607395,563
207106,516
1145946,514
1619787,566
722901,507
1819047,829
197719,741
1214631,764
2155548,840
1321340,564
1600715,1102
1621676,745
1747061,752
1579600,523
2091896,1186
722421,1152
105275,1139
195548,490
1597906,840
726618,515
734440,755
2142009,794
1863610,840
214280,1144
1603265,749
991266,1103
1642294,809
1821621,840
1383952,745
1848109,513
724579,679
1135934,514
685883,679
1290850,745
1141824,809
1598915,566
170616,515
1138530,489
1128980,752
2071096,566
1326814,551
749560,551
1421130,571
557380,752
1017561,776
723916,776
194834,519
1842311,840
207702,523
1499235,551
688338,519
1537025,551
1870370,566
691053,794
732163,750
823833,568
1374711,516
463186,551
186206,1138
729637,523
695276,1100
743956,502
1849801,749
713126,749
393363,1128
1144960,551
187208,764
1808787,794
1606132,794
1914354,516
1151676,502
1146000,566
704482,749
1783602,809
1325889,490
1227039,757
1466964,515
543823,745
215176,523
720715,837
1168030,745
1116172,551
2103639,764
1594572,551
1211233,551
193970,672
988440,502
2058341,840
184755,809
1115256,551
1389564,490
1192983,566
421731,564
1475006,551
1624911,757
1191270,551
2186398,566
2141588,1185
1851587,749
1637827,907
1098235,564
1092590,551
917611,566
730935,570
1477356,777
747927,551
1078783,515
1142218,551
1635914,757
1140947,515
2140828,490
1145491,814
628805,514
753746,1101
1334658,514
744553,563
1816631,507
1221890,551
1052864,514
1299412,764
732943,912
2012305,863
982921,750
1138264,551
1904962,562
102253,1188
189262,361
665600,570
1141957,1161
1836024,489
1159761,551
948099,508
997618,357
1136182,829
695780,507
521268,750
1012760,489
173478,490
903854,745
1452233,361
1067794,489
1346099,507
1624023,752
1891790,840
716823,1181
1578551,566
1601234,1103
1014619,514
1855274,566
408131,572
371864,551
177724,1138
1853508,840
1169011,566
1218095,753
1151882,672
1822586,741
1124182,504
198981,829
227457,568
605333,515
203522,752
1494744,514
1857338,514
892021,551
957720,367
1538151,764
1180851,551
1797144,356
1763892,764
1483789,515
1166236,551
1146319,551
1171790,562
1784734,810
915828,551
1197766,664
1664119,504
1808977,764
1016009,503
873534,794
767477,562
2127657,756
